half,segment_id,start_time,entity,source,is_dup_in_match,context
1,89,371.02,Cesc Fabregas,spacy,False,and Chelsea finished without Cesc Fabregas who eventually got sent off
1,91,378.1,Miss,heuristic_short_segment,False,Miss William
1,91,378.1,William,spacy,True,Miss William
1,92,382.82,Diego,spacy,False,teased in towards Diego
1,96,389.8,Oscar Oqueta,spacy,False,from Oscar Oqueta
1,97,395.48,Hazard,spacy,False,Hazard
1,103,419.9,Lovren,spacy,False,"There's Lovren, just trying to guide it down for Coutinho, might come off."
1,103,419.9,Coutinho,spacy,False,"There's Lovren, just trying to guide it down for Coutinho, might come off."
1,104,426.92,Henderson,spacy,True,Henderson
1,106,432.46,Klein,spacy,False,by Klein
1,108,437.22,Coutinho,heuristic_short_segment,True,Coutinho
1,112,449.0,Novanovich,heuristic_gazetteer_fuzz,False,Novanovich
1,114,473.98,CHAMPIONS LEAGUE CHAMPIONS LEAGUE,spacy,False,CHAMPIONS LEAGUE CHAMPIONS LEAGUE
1,116,489.32,Ivanovic,spacy,False,Ivanovic
1,118,491.44,iffy,spacy,False,iffy moments
1,128,512.5,Lovren,spacy,True,to pick up Lovren
1,131,528.96,Sturridge,spacy,True,he's trying to stay with Sturridge
1,132,533.4000000000001,Lallana,spacy,True,towards Lallana
1,133,534.96,Chelsea,spacy,True,and the free kick is given Chelsea's way
1,134,544.3399999999999,Manchester,spacy,False,it's no doubt the Manchester derby was given an extra dimension by the high
1,135,548.96,Saturday,heuristic_capitalized_non_function,False,profile nature of the two managers last Saturday we've got the same here this
1,137,560.96,Klopp,spacy,False,And Klopp.
1,138,572.16,Coutinho,spacy,True,Coutinho.
1,140,580.3,Rio Ferdinand,spacy,False,Rio Ferdinand-like.
1,141,585.7,Clyne,heuristic_short_segment,False,Clyne.
1,144,600.28,Azpilicueta,spacy,False,Azpilicueta
1,145,606.52,David Luiz,spacy,True,David Luiz prepared to
1,148,613.6800000000001,Chelsea,spacy,True,"a little bit risky by Chelsea, whether the"
1,149,616.26,Van Richemont,spacy,False,"managers to encourage them to do this but Van Richemont, Cahill, David Luiz will be very"
1,149,616.26,Cahill,spacy,False,"managers to encourage them to do this but Van Richemont, Cahill, David Luiz will be very"
1,149,616.26,David Luiz,spacy,True,"managers to encourage them to do this but Van Richemont, Cahill, David Luiz will be very"
1,152,631.06,Liverpool,spacy,True,another team that would want you to pass along the back Liverpool particularly at
1,153,635.12,Cahill,spacy,True,the edge of your own box Cahill and Luiz are going to have to be careful
1,153,635.12,Luiz,spacy,True,the edge of your own box Cahill and Luiz are going to have to be careful
1,154,647.08,Matty,heuristic_short_segment,False,Matty
1,155,653.48,Alana,spacy,False,Alana
1,160,667.86,Lucas,heuristic_capitalized_non_function,False,Lucas in the back row there now
1,164,674.12,Saturday,heuristic_capitalized_non_function,True,before the only goal they conceded for the champions last Saturday
1,165,678.8,Lallana,heuristic_short_segment,True,here's Lallana
1,168,690.3,Klein,spacy,True,"come on it, trying to slide it through for Klein"
1,169,694.16,Chelsea,spacy,True,Chelsea restricted at the moment to try to play on the break here at the bridge
1,171,701.34,Chelsea,spacy,True,Chelsea
1,174,717.0600000000001,Chelsea,spacy,True,Chelsea is a five across the pitch Oscar just breaking out now back in tight four and five
1,174,717.0600000000001,Oscar,spacy,True,Chelsea is a five across the pitch Oscar just breaking out now back in tight four and five
1,175,727.44,Chelsea,spacy,True,5-1 for Chelsea
1,178,735.18,Coutinho,spacy,True,to stop Coutinho and Lallana in the spaces they're in now
1,178,735.18,Lallana,spacy,True,to stop Coutinho and Lallana in the spaces they're in now
1,181,742.32,Clyde,spacy,False,Clyde
1,183,746.3,Kasper Lekweta,spacy,False,of Kasper Lekweta
1,184,748.84,Liverpool,spacy,True,one of Liverpool's Londoners
1,185,750.68,Nathaniel Clyne,spacy,False,Nathaniel Clyne starting of course at Crystal Palace
1,185,750.68,Crystal Palace,spacy,False,Nathaniel Clyne starting of course at Crystal Palace
1,188,766.18,Lovren,spacy,True,that's that black eye that Lovren got
1,189,769.9,Kevin Stewart,spacy,False,in the collision in the training ground with Kevin Stewart
1,191,776.66,Jordan Henderson,spacy,False,has the right kind of delivery from Jordan Henderson
1,197,813.44,Jurgen Klopp,spacy,False,tenure of Jurgen Klopp with away Premier League games
1,197,813.44,Premier,heuristic_capitalized_non_function,False,tenure of Jurgen Klopp with away Premier League games
1,197,813.44,League,heuristic_capitalized_non_function,False,tenure of Jurgen Klopp with away Premier League games
1,200,819.02,Burnley,spacy,False,they have been poor at Burnley this season
1,201,821.08,Newcastle,spacy,False,they lost at Newcastle
1,202,823.72,Watford,spacy,False,Watford and others
1,206,832.46,Manchester City,spacy,False,Manchester City
1,208,835.84,Chelsea,spacy,True,here at Chelsea
1,209,841.7,Pep,heuristic_capitalized_non_function,False,I'm not sure Pep Guardiola
1,209,841.7,Guardiola,heuristic_capitalized_non_function,False,I'm not sure Pep Guardiola
1,212,846.62,Jurgen Klopp,spacy,True,and I don't think Jurgen Klopp
1,214,860.7800000000001,David Lewis,spacy,False,David Lewis
1,215,865.9200000000001,Hazard,spacy,True,to hide Hazard over the head of Klein
1,215,865.9200000000001,Klein,spacy,True,to hide Hazard over the head of Klein
1,220,880.48,Europe,heuristic_capitalized_non_function,False,not to be involved in Europe
1,225,886.7399999999999,the Premier League,spacy,False,think about the Premier League
1,229,895.9599999999999,Chelsea,spacy,True,and of course really up the ante in terms of Chelsea expectations when he took over in 2003
1,231,908.8,Liverpool,spacy,True,Liverpool have held the loft both the Champions League and the Europa League trophies in the last five years
1,231,908.8,the Champions League,spacy,False,Liverpool have held the loft both the Champions League and the Europa League trophies in the last five years
1,231,908.8,Europa League,spacy,False,Liverpool have held the loft both the Champions League and the Europa League trophies in the last five years
1,232,912.96,Liverpool,spacy,True,Liverpool of course five times as they're proud to say European Cup stroke Champions League winners
1,232,912.96,European Cup,spacy,False,Liverpool of course five times as they're proud to say European Cup stroke Champions League winners
1,232,912.96,Champions League,spacy,False,Liverpool of course five times as they're proud to say European Cup stroke Champions League winners
1,233,918.78,Europa League,spacy,True,as Europa League finalists only in May
1,233,918.78,May,heuristic_capitalized_non_function,False,as Europa League finalists only in May
1,235,928.5,Lovren,spacy,True,on from Lovren
1,236,933.76,Aldon,spacy,False,Aldon might collect this
1,237,939.84,Liverpool,spacy,True,Liverpool trying to set the agenda here Chelsea seem happy at the moment just to
1,237,939.84,Chelsea,spacy,True,Liverpool trying to set the agenda here Chelsea seem happy at the moment just to
1,247,979.44,Liverpool,spacy,True,variation on the theme from Liverpool
1,250,987.34,Dayan Lovren,spacy,False,Dayan Lovren
1,254,994.94,Liverpool,spacy,True,and Liverpool faster out of the blocks here at the bridge
1,255,998.4,Chelsea,spacy,True,and they lead Chelsea
1,256,999.86,Chelsea,spacy,True,Chelsea with a goal in the 17th minute from Dejan Lovren.
1,256,999.86,Dejan Lovren,spacy,False,Chelsea with a goal in the 17th minute from Dejan Lovren.
1,257,1002.74,Liverpool,spacy,True,"They've been the better team, Liverpool, in these first 15 minutes."
1,258,1006.2,Chelsea,spacy,True,"It's a short one, they're sleeping Chelsea."
1,259,1008.6,Chelsea,spacy,True,"The ball goes back and they push up the Chelsea defence,"
1,260,1011.3,Lovren,spacy,True,but Lovren just pulls out at the back post.
1,261,1014.98,Chelsea,spacy,True,"It's terrible from Chelsea, they're all over the place on that free kick."
1,262,1018.6,Ivanovic,spacy,True,"They really are, put under pressure initially from Ivanovic, giving it away."
1,263,1022.8,Lovren,spacy,True,"He sees it from a long way away, Lovren,"
1,265,1028.02,Courtois,heuristic_capitalized_non_function,False,"the fact that it hits it into the ground, fills Courtois and gives his team a deserved lead."
1,266,1035.76,Chelsea,spacy,True,"Well, the player with the black eye has put one in the eye for Chelsea."
1,267,1044.82,Premier,heuristic_capitalized_non_function,True,It's his first Premier League goal for Liverpool.
1,267,1044.82,League,heuristic_capitalized_non_function,True,It's his first Premier League goal for Liverpool.
1,267,1044.82,Liverpool,spacy,True,It's his first Premier League goal for Liverpool.
1,268,1051.5,Chelsea,spacy,True,"Here's Matic, and it is a consequence of the way Chelsea have started the game."
1,271,1080.7199999999998,Chelsea,spacy,True,the organisation on the free kick is terrible from Chelsea on the way out as the ball goes back
1,276,1119.0,Hazard,spacy,True,stripes it to Hazard
1,278,1123.84,Lekreta,spacy,False,that's for Lekreta
1,279,1128.04,Mati,heuristic_capitalized_non_function,False,good challenge from Mati
1,280,1136.5199999999998,Ivanovic,spacy,True,and here's Ivanovic
1,282,1156.8,Kevin,spacy,False,"with Kevin tonight, did it?"
1,283,1160.44,Chelsea,spacy,True,Chelsea have got to improve
1,288,1175.22,Liverpool,spacy,True,Liverpool by far the better team in this opening 20 minutes
1,289,1178.6399999999999,Chelsea,spacy,True,didn't know whether it was a tactic from Chelsea
1,297,1207.86,Gary Cale,spacy,False,"out, Gary Cale is pushing out at the end but Lovren just pulls out to the back"
1,297,1207.86,Lovren,spacy,True,"out, Gary Cale is pushing out at the end but Lovren just pulls out to the back"
1,299,1217.16,Coutinho,spacy,True,from Coutinho and the finish fantastic from a centre-back
1,300,1231.4199999999998,Mané,heuristic_capitalized_non_function,False,Mané caught a knock on the nose
1,301,1237.08,Mané,heuristic_capitalized_non_function,True,well kept by Mané
1,302,1241.04,Mané,heuristic_short_segment,True,Mané recovers
1,303,1243.08,Chelsea,spacy,True,Chelsea find a pass through Matic
1,304,1246.04,Conte,spacy,True,to Conte
1,305,1250.58,Marinovic,spacy,False,Marinovic
1,308,1255.06,Guglielmo,heuristic_capitalized_non_function,False,Guglielmo goes the other way
1,309,1259.98,Coutinho,spacy,True,Coutinho's in
1,311,1263.1399999999999,Sturridge,heuristic_capitalized_non_function,True,Sturridge didn't have the highs in the back of his head
1,313,1267.58,Mane,heuristic_short_segment,True,for Mane
1,314,1270.76,Sturridge,heuristic_short_segment,True,Sturridge again
1,315,1276.1399999999999,Henderson,spacy,True,Henderson
1,318,1281.8999999999999,Liverpool,spacy,True,Liverpool
1,319,1284.4799999999998,David Luiz,spacy,True,David Luiz
1,321,1289.6599999999999,Chelsea,spacy,True,"look at Chelsea, the static"
1,322,1291.04,Ivanovic,spacy,True,"Ivanovic stood still, Kante, they're really not mobile"
1,322,1291.04,Kante,spacy,False,"Ivanovic stood still, Kante, they're really not mobile"
1,326,1301.54,Chelsea,spacy,True,look at those Chelsea blue shirts
1,327,1305.66,Martin Atkinson,spacy,False,that's what Martin Atkinson
1,331,1332.22,Chelsea,spacy,True,turn to Chelsea's colours so far for
1,332,1333.96,David Luiz,spacy,True,David Luiz
1,336,1341.88,Liverpool,spacy,True,"from it, they're not making it difficult for Liverpool"
1,343,1366.7,matt,spacy,False,they're just jogging oscar and matt it's not really getting up to the ball happy just to
1,344,1371.52,liverpool,spacy,True,let liverpool have it they're at their home for the 40 000 fans friday night they have to go for
1,345,1375.98,david luis,spacy,False,it you can't just jog out to people sprinting back on this david luis get close enough
1,347,1388.82,Conte,spacy,True,Conte
1,351,1394.72,Van Elver,spacy,False,Van Elver
1,352,1397.1000000000001,Matty,spacy,True,with Matty
1,360,1411.0,Chelsea,spacy,True,I like mannequins Chelsea
1,362,1417.8,Liverpool,spacy,True,special Liverpool some of their intricacies been fantastic to watch in
1,364,1424.1,Chelsea,spacy,True,through Chelsea at the moment and they've won at Arsenal they've drawn at
1,364,1424.1,Arsenal,spacy,True,through Chelsea at the moment and they've won at Arsenal they've drawn at
1,365,1429.58,Tottenham,spacy,False,Tottenham leading at Chelsea formative weeks of this new season in a period
1,365,1429.58,Chelsea,spacy,True,Tottenham leading at Chelsea formative weeks of this new season in a period
1,367,1445.42,William,spacy,True,presence of mind by William and you had a bit of room
1,369,1454.38,Chelsea,spacy,True,Chelsea
1,375,1469.94,Daniel Sturridge,spacy,True,Daniel Sturridge but again
1,380,1479.6,Alderweireld,spacy,False,and Alderweireld can't just get there
1,381,1483.48,Daniel Sturridge,spacy,True,there's a shot from Daniel Sturridge
1,383,1493.28,Daniel,spacy,False,or Daniel's I suppose as well
1,384,1494.74,Joachim Klopp,spacy,False,but I'm referring to Joachim Klopp
1,385,1499.6999999999998,Chelsea,spacy,True,four years with Chelsea
1,386,1505.76,Chelsea,spacy,True,struggling for game time some of the issues with Chelsea that have resurfaced at Liverpool
1,386,1505.76,Liverpool,spacy,True,struggling for game time some of the issues with Chelsea that have resurfaced at Liverpool
1,391,1533.22,Chelsea,spacy,True,who's never scored for Chelsea
1,392,1534.54,Stamford Bridge,spacy,True,at Stamford Bridge
1,393,1535.5,David Luiz,spacy,True,David Luiz has
1,395,1542.0,Liverpool,spacy,True,Liverpool
1,399,1546.46,Alvin,spacy,False,but we find Alvin
1,401,1548.04,Lallana,heuristic_short_segment,True,that's Lallana
1,402,1549.8,Henderson,spacy,True,Henderson
1,404,1558.14,Diogo Costa,spacy,False,"Strong work by Diogo Costa, out by Matic, who played it to him in the first place, on to Hazard from Matic, scooped up b"
1,404,1558.14,Matic,heuristic_capitalized_non_function,False,"Strong work by Diogo Costa, out by Matic, who played it to him in the first place, on to Hazard from Matic, scooped up b"
1,404,1558.14,Hazard,spacy,True,"Strong work by Diogo Costa, out by Matic, who played it to him in the first place, on to Hazard from Matic, scooped up b"
1,404,1558.14,Matic,heuristic_capitalized_non_function,True,"Strong work by Diogo Costa, out by Matic, who played it to him in the first place, on to Hazard from Matic, scooped up b"
1,404,1558.14,Mignolet,spacy,False,"Strong work by Diogo Costa, out by Matic, who played it to him in the first place, on to Hazard from Matic, scooped up b"
1,404,1558.14,Chelsea,spacy,True,"Strong work by Diogo Costa, out by Matic, who played it to him in the first place, on to Hazard from Matic, scooped up b"
1,404,1558.14,Wijnaldum,spacy,True,"Strong work by Diogo Costa, out by Matic, who played it to him in the first place, on to Hazard from Matic, scooped up b"
1,404,1558.14,Sturridge,spacy,True,"Strong work by Diogo Costa, out by Matic, who played it to him in the first place, on to Hazard from Matic, scooped up b"
1,404,1558.14,Hazard,spacy,True,"Strong work by Diogo Costa, out by Matic, who played it to him in the first place, on to Hazard from Matic, scooped up b"
1,405,1588.46,Chelsea,spacy,True,the risk for Chelsea is the turnovers so quick to spring on to them but the
1,407,1598.88,Liverpool,spacy,True,Liverpool
1,408,1603.94,Aspilicueta,spacy,False,Aspilicueta
1,409,1606.1399999999999,Chelsea,spacy,True,Chelsea fans are a little more interested in this last couple of minutes
1,412,1628.28,Oscar,spacy,True,Oscar
1,413,1631.9599999999998,William,spacy,True,William
1,415,1636.82,Costa Ivanovic,spacy,False,Costa Ivanovic
1,417,1642.8,Coutinho,heuristic_capitalized_non_function,True,Coutinho thought he was away
1,418,1644.32,Ivanovic,spacy,True,Ivanovic retrieved it well on the stretch
1,419,1646.38,Oscar,spacy,True,now Oscar
1,420,1649.08,Conte,spacy,True,Conte
1,421,1652.8,Conte,spacy,True,decision making from Conte
1,423,1657.72,Liverpool,spacy,True,keeping the ball in Liverpool's last third
1,429,1672.7,Premier,heuristic_capitalized_non_function,True,of course in the Premier League years
1,429,1672.7,League,heuristic_capitalized_non_function,True,of course in the Premier League years
1,431,1679.66,Chelsea,spacy,True,19 wins in the league for Chelsea
1,432,1681.54,Liverpool,spacy,True,18 for Liverpool
1,435,1689.2,England,spacy,False,of football in England
1,436,1693.54,Clyde,spacy,True,Clyde
1,437,1695.7399999999998,Hazard,spacy,True,pushing Hazard
1,438,1703.74,Oscar,spacy,True,Oscar
1,440,1712.24,Chelsea,spacy,True,a lot of talk about what they're going to do with it Chelsea
1,444,1720.8999999999999,Liverpool,spacy,True,Liverpool of course have been
1,446,1723.16,Anfield,spacy,False,played their first game in Anfield last weekend
1,449,1729.14,Liverpool,spacy,True,find it inspiring from a Liverpool point of view
1,451,1740.72,Aspilicueta,spacy,True,to Aspilicueta
1,453,1749.88,Lillian,spacy,False,Lillian
1,456,1754.26,Diego Costa-Chelsea,spacy,False,up to Diego Costa-Chelsea and see whether that
1,460,1762.5600000000002,Liverpool,spacy,True,through Liverpool
1,461,1767.0400000000002,Lovren,spacy,True,Lovren's header
1,464,1774.62,Diego Costa,spacy,False,is when they did get it into Diego Costa
1,465,1779.08,Asa,heuristic_capitalized_non_function,False,Asa always offers them hope.
1,467,1790.92,Oskar,spacy,False,Oskar.
1,468,1792.5,Matic,heuristic_capitalized_non_function,True,Back to Matic again.
1,470,1795.66,Willian,heuristic_capitalized_non_function,False,Willian on the right.
1,472,1801.54,Coutinho,spacy,True,Coutinho stopped by N'Golo Kante.
1,472,1801.54,N'Golo Kante,spacy,False,Coutinho stopped by N'Golo Kante.
1,473,1804.26,Willian,heuristic_short_segment,True,And here's Willian.
1,475,1813.52,Martin Atkinson,spacy,True,Martin Atkinson waiting for the word
1,479,1823.74,Manavich,heuristic_short_segment,False,"Manavich, Costa, Matic"
1,479,1823.74,Costa,spacy,False,"Manavich, Costa, Matic"
1,480,1825.1,Kane,spacy,False,"Kane, Lewis"
1,480,1825.1,Lewis,spacy,False,"Kane, Lewis"
1,483,1835.66,Reese,heuristic_capitalized_non_function,False,mix the Reese looks it across when you lay struggling to get there against the
1,484,1840.7,Mattage,spacy,False,manual Mattage although the flag had gone up
1,485,1843.52,Chelsea,spacy,True,it's the Chelsea midfield player
1,486,1851.1399999999999,Chelsea,spacy,True,won a couple of headers Chelsea that first one and the second one just off
1,489,1870.86,Mane,spacy,True,Interesting had Mane been able to control that it's a real test for him
1,490,1881.58,Swapped,heuristic_capitalized_non_function,False,Swapped Mane and Sturridge at the moment Liverpool
1,490,1881.58,Mane,heuristic_capitalized_non_function,True,Swapped Mane and Sturridge at the moment Liverpool
1,490,1881.58,Sturridge,heuristic_capitalized_non_function,True,Swapped Mane and Sturridge at the moment Liverpool
1,490,1881.58,Liverpool,spacy,True,Swapped Mane and Sturridge at the moment Liverpool
1,491,1890.7,Aspilicueta,spacy,True,sorry he's got to keep an eye on Aspilicueta pushing on
1,492,1893.94,Cahill,spacy,True,trying to do Cahill but well it's been a rather hapless first half an hour for Chelsea here
1,492,1893.94,Chelsea,spacy,True,trying to do Cahill but well it's been a rather hapless first half an hour for Chelsea here
1,496,1917.78,Oscar,spacy,True,challenged by Oscar
1,497,1924.26,Kante,spacy,True,Kante got in quickly as he
1,500,1930.0,midfield,spacy,False,with a bit more work to do in midfield
1,502,1933.68,Diego Costa,spacy,True,here's Diego Costa
1,503,1934.84,Chelsea,spacy,True,getting better Chelsea
1,507,1944.02,Filiqueta,spacy,False,that's Filiqueta
1,517,1961.6,Chelsea,spacy,True,of Chelsea
1,520,1964.58,Eden Hazard,spacy,False,Eden Hazard
1,525,1972.26,Williams,spacy,False,and Williams usually is
1,535,2007.06,David Lewis,spacy,True,could say the tactic worked he stayed in there David Lewis didn't come out and go back in
1,536,2018.04,Henderson,spacy,True,Henderson
1,538,2029.5,Chelsea,spacy,True,Chelsea beat Liverpool here
1,538,2029.5,Liverpool,spacy,True,Chelsea beat Liverpool here
1,539,2031.66,Martin,spacy,False,they did concede an early goal to Martin
1,541,2043.18,Conte,spacy,True,Conte
1,544,2056.14,Stamford Bridge,spacy,True,"Matic, still very subdued at Stamford Bridge"
1,545,2064.62,Quetta,spacy,True,that's for the Quetta
1,546,2071.46,Coutinho,heuristic_short_segment,True,to deliver Coutinho
1,547,2072.76,William,spacy,True,a nice get between William and Ivanovic
1,547,2072.76,Ivanovic,spacy,True,a nice get between William and Ivanovic
1,548,2076.52,Costa,heuristic_capitalized_non_function,True,they can't get Costa in the game at all
1,549,2078.46,Costa,spacy,True,and I always think that Costa is involved in the game
1,550,2080.7,Chelsea,spacy,True,I see him that he brings a lot to Chelsea you know sometimes he's
1,552,2096.8,David Lewis,spacy,True,David Lewis
1,563,2138.7,Jordan Henderson,spacy,True,for Jordan Henderson
1,565,2144.7200000000003,Liverpool,spacy,True,and Liverpool
1,566,2146.58,Chelsea,spacy,True,lead Chelsea by two goals to nil
1,570,2154.92,Jordan Henderson,spacy,True,from Jordan Henderson
1,571,2155.82,Liverpool,spacy,True,and for Liverpool
1,572,2157.98,Gary Kane,spacy,False,clearance from Gary Kane
1,582,2172.36,Courtois,heuristic_capitalized_non_function,True,nothing Courtois can do
1,583,2173.9,Liverpool,spacy,True,and Liverpool
1,586,2188.94,Klopp,spacy,True,Klopp celebrates tap-ins like this but that goal was worthy of the fist pump
1,589,2205.36,Liverpool,spacy,True,old football cliche the most vulnerable when you have just scored as Liverpool
1,590,2209.22,Paul Ham,spacy,False,Paul Ham
1,594,2222.74,Willian,heuristic_short_segment,True,Willian
1,595,2226.7000000000003,Hazard,spacy,True,Hazard picking up the pieces
1,603,2246.34,Gary,spacy,False,Gary
1,611,2254.48,Gary Cale's,spacy,False,would be Gary Cale's
1,615,2258.16,Liverpool,spacy,True,player of Liverpool
1,619,2265.2,Adam Lallana,spacy,False,off Adam Lallana
1,625,2285.7000000000003,Willian,heuristic_short_segment,True,Willian twice
1,626,2288.26,Hazard,spacy,True,back in by Hazard
1,627,2289.6,David Luiz,spacy,True,towards David Luiz
1,628,2291.48,Chelsea,spacy,True,and he's run away for another Chelsea corner
1,631,2298.2,restart,spacy,False,restart
1,633,2302.42,Chelsea,spacy,True,they've gone two down Chelsea
1,637,2312.4,Chelsea,spacy,True,Chelsea targets bunching together
1,639,2317.28,Liverpool,spacy,True,I fancy having a run in on that Liverpool defence
1,641,2325.44,Jordan Henderson,spacy,True,well Jordan Henderson
1,643,2327.74,Sunderland,spacy,False,he's lost 7-2 with Sunderland
1,644,2329.8,Sunderland,spacy,True,5-0 with Sunderland against Chelsea
1,644,2329.8,Chelsea,spacy,True,5-0 with Sunderland against Chelsea
1,647,2336.3,Chelsea,spacy,True,from a Chelsea point of view
1,651,2343.52,Courtois,heuristic_capitalized_non_function,True,it's the height that does Courtois
1,658,2356.14,Theatric,spacy,False,Theatric
1,661,2369.02,October,heuristic_capitalized_non_function,False,"in October, shortly after"
1,662,2371.42,Jurgen Klopp,spacy,True,Jurgen Klopp had arrived
1,664,2378.34,Ramirez,spacy,False,Ramirez
1,666,2391.5,Conte,spacy,True,make Conte think about making a change
1,669,2403.5,Coutinho,heuristic_capitalized_non_function,True,and back by Coutinho
1,671,2406.82,Nathaniel Clyne,spacy,True,but he looked in the direction of a red shirt which belonged to Nathaniel Clyne.
1,673,2431.98,Chelsea,spacy,True,and you do feel Chelsea are going to reactivate it.
1,679,2463.06,Ivanovic,spacy,True,then you can see changes being made Ivanovic
1,680,2472.7,Milner,spacy,True,dogged work from Milner
1,681,2475.8,Lovren,spacy,True,away from Lovren
1,682,2483.72,Wijnaldum,spacy,True,little bit of hesitation there by Wijnaldum there hasn't been much of that from Liverpool
1,682,2483.72,Liverpool,spacy,True,little bit of hesitation there by Wijnaldum there hasn't been much of that from Liverpool
1,684,2495.9,Chelsea,spacy,True,than Chelsea
1,686,2504.54,Aspilicueta,spacy,True,Aspilicueta
